DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
107,143,16.15308411214953,13.808411214953276,35.73622753835716%,6.88785046728972,[597.4666666666667, 784.1333333333333],3679.366666666667
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,26.80327868852459%|,15.02|,11.4|,['F2', 'F3']|,[45, 812, 850, 948, 804, 16]|
APPROVED|,207|,R207P2|,40.765027322404364%|,20.830000000000002|,16.3|,['F3', 'F1', 'F2', 'F5', 'F4']|,[32, 808, 952, 926, 824, 978, 801, 4]|
APPROVED|,208|,R208P6|,42.08430913348947%|,22.960000000000004|,18.199999999999996|,['F3', 'F5', 'F4', 'F2']|,[6, 802, 917, 828, 865, 992, 821, 803, 10]|
DENIED|,209|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=41|, dest=3|
APPROVED|,210|,R210P10|,40.11709601873537%|,22.64|,18.299999999999997|,['F4', 'F1']|,[8, 802, 988, 894, 954, 878, 933, 803, 10]|
DENIED|,211|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F5', 'F1']|,src=37|, dest=19|
DENIED|,212|,NONE|,NONE|,0|,0|,['F2']|,src=36|, dest=14|
DENIED|,213|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F4', 'F5', 'F3']|,src=21|, dest=3|
DENIED|,214|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F5']|,src=2|, dest=45|
DENIED|,215|,NONE|,NONE|,0|,0|,['F4', 'F5']|,src=37|, dest=41|
APPROVED|,216|,R216P1|,43.387978142076506%|,17.069999999999997|,16.5|,['F2', 'F3', 'F4', 'F1']|,[23, 806, 927, 999, 980, 922, 804, 13]|
DENIED|,217|,NONE|,NONE|,0|,0|,['F3', 'F5']|,src=39|, dest=31|
DENIED|,218|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F4', 'F5']|,src=21|, dest=3|
DENIED|,219|,NONE|,NONE|,0|,0|,['F2', 'F5']|,src=7|, dest=29|
DENIED|,220|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F2', 'F1']|,src=12|, dest=36|
DENIED|,221|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F1']|,src=32|, dest=37|
DENIED|,222|,NONE|,NONE|,0|,0|,['F3', 'F4']|,src=36|, dest=39|
DENIED|,223|,NONE|,NONE|,0|,0|,['F4']|,src=27|, dest=32|
DENIED|,224|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F5']|,src=33|, dest=37|
DENIED|,225|,NONE|,NONE|,0|,0|,['F3', 'F5']|,src=7|, dest=35|
DENIED|,226|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F5', 'F3']|,src=23|, dest=3|
DENIED|,227|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F5', 'F1']|,src=38|, dest=4|
DENIED|,228|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F5', 'F1']|,src=8|, dest=32|
DENIED|,229|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F2']|,src=3|, dest=8|
DENIED|,230|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F2']|,src=6|, dest=1|
DENIED|,231|,NONE|,NONE|,0|,0|,['F4', 'F5']|,src=29|, dest=10|
DENIED|,232|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F5']|,src=24|, dest=1|
DENIED|,233|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F3']|,src=32|, dest=38|
DENIED|,234|,NONE|,NONE|,0|,0|,['F2', 'F5']|,src=20|, dest=24|
DENIED|,235|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F5', 'F2', 'F1']|,src=19|, dest=6|
DENIED|,236|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F1', 'F5', 'F3']|,src=18|, dest=19|
DENIED|,237|,NONE|,NONE|,0|,0|,['F3', 'F4']|,src=41|, dest=10|
DENIED|,238|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F5', 'F1']|,src=21|, dest=8|
DENIED|,239|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F1', 'F2', 'F3']|,src=7|, dest=22|
DENIED|,240|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F5']|,src=18|, dest=12|
DENIED|,241|,NONE|,NONE|,0|,0|,['F1', 'F2']|,src=33|, dest=29|
DENIED|,242|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F4', 'F1', 'F5']|,src=13|, dest=8|
DENIED|,243|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3', 'F1']|,src=19|, dest=28|
DENIED|,244|,NONE|,NONE|,0|,0|,['F1', 'F4']|,src=39|, dest=15|
DENIED|,245|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F4']|,src=4|, dest=41|
DENIED|,246|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F1', 'F4']|,src=39|, dest=5|
DENIED|,247|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F1']|,src=45|, dest=21|
DENIED|,248|,NONE|,NONE|,0|,0|,['F5']|,src=31|, dest=34|
DENIED|,249|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F5', 'F4', 'F2']|,src=8|, dest=41|
DENIED|,250|,NONE|,NONE|,0|,0|,['F4', 'F1']|,src=16|, dest=2|
