DATASET=TINY,TYPE=WITH_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
108,142,10.877870370370372,9.025000000000002,24.469320032662477%,4.712962962962963,[0.9333333333333333, 14.933333333333334],163.36666666666667
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
DENIED|,1|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F2']|,src=2|, dest=30|
DENIED|,2|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3', 'F5', 'F1']|,src=34|, dest=22|
APPROVED|,3|,R3P1|,24.662112932604735%|,9.07|,9.9|,['F1']|,[11, 49, 55, 52, 21]|
DENIED|,218|,NONE|,NONE|,0|,0|,['F5']|,src=23|, dest=5|
DENIED|,219|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F5', 'F2']|,src=38|, dest=6|
DENIED|,220|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2']|,src=12|, dest=24|
DENIED|,221|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F2']|,src=13|, dest=20|
DENIED|,222|,NONE|,NONE|,0|,0|,['F2', 'F4']|,src=43|, dest=7|
DENIED|,223|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F4', 'F3', 'F1']|,src=28|, dest=14|
DENIED|,224|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2', 'F5', 'F4']|,src=42|, dest=26|
DENIED|,225|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F3', 'F2', 'F5']|,src=32|, dest=1|
APPROVED|,226|,R226P1|,30.307004470938896%|,13.299999999999999|,11.6|,['F1']|,[8, 48, 57, 51, 49, 12]|
DENIED|,227|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2', 'F5', 'F4']|,src=39|, dest=2|
DENIED|,228|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F1', 'F3', 'F5']|,src=35|, dest=44|
DENIED|,229|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1']|,src=33|, dest=26|
DENIED|,230|,NONE|,NONE|,0|,0|,['F4']|,src=7|, dest=40|
DENIED|,231|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2', 'F1']|,src=5|, dest=26|
DENIED|,232|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F2']|,src=13|, dest=11|
DENIED|,233|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4']|,src=19|, dest=27|
APPROVED|,234|,R234P1|,31.073770491803277%|,13.209999999999999|,14.3|,['F1', 'F3']|,[28, 55, 52, 50, 58, 53, 22]|
DENIED|,235|,NONE|,NONE|,0|,0|,['F3']|,src=10|, dest=42|
DENIED|,236|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F2', 'F4', 'F3']|,src=29|, dest=37|
DENIED|,237|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F1', 'F3']|,src=14|, dest=7|
DENIED|,238|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F4', 'F1']|,src=2|, dest=4|
DENIED|,239|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F2', 'F4', 'F3']|,src=22|, dest=30|
DENIED|,240|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2']|,src=41|, dest=31|
APPROVED|,241|,R241P3|,33.9344262295082%|,15.229999999999999|,12.0|,['F1', 'F2']|,[40, 59, 58, 53, 57, 35]|
DENIED|,242|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F3', 'F2']|,src=17|, dest=18|
DENIED|,243|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F1', 'F2']|,src=35|, dest=30|
APPROVED|,244|,R244P1|,35.312965722801785%|,16.810000000000002|,12.5|,['F3', 'F2']|,[21, 52, 47, 51, 57, 35]|
DENIED|,245|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F1']|,src=10|, dest=40|
DENIED|,246|,NONE|,NONE|,0|,0|,['F4']|,src=9|, dest=16|
APPROVED|,247|,R247P1|,23.866510538641684%|,12.870000000000001|,7.6000000000000005|,['F2', 'F3']|,[2, 46, 53, 24]|
DENIED|,248|,NONE|,NONE|,0|,0|,['F4', 'F1']|,src=3|, dest=26|
DENIED|,249|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F4', 'F1', 'F5']|,src=34|, dest=39|
DENIED|,250|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2', 'F1']|,src=16|, dest=31|
